ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
11758170,JC349296,07/14/2019 06:00:00 AM,015XX N CLYBOURN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,GROCERY FOOD STORE,false,false,1822,018,27,8,17,1171167,1910123,2019,07/21/2019 04:11:41 PM,41.908849952,-87.646645976,"(41.908849952, -87.646645976)",41,22620,37,108,46,54,14,199
11757290,JC348080,07/14/2019 06:00:00 AM,009XX N MASSASOIT AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1511,015,29,25,03,1137856,1905610,2019,07/21/2019 04:11:41 PM,41.897132316,-87.769125134,"(41.897132316, -87.769125134)",52,4299,26,671,7,5,25,70
11757399,JC348445,07/14/2019 06:00:00 AM,0000X N CENTRAL AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,1522,015,29,25,06,1139048,1899795,2019,07/21/2019 04:11:41 PM,41.881153628,-87.764888508,"(41.881153628, -87.764888508)",52,22216,26,618,7,32,25,99
11757128,JC348078,07/14/2019 05:56:00 AM,042XX W WALTON ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1111,011,37,23,08B,1147843,1905993,2019,07/21/2019 04:11:41 PM,41.897997226,-87.73243405,"(41.897997226, -87.73243405)",4,4299,24,99,45,5,16,68
11757114,JC348070,07/14/2019 05:50:00 AM,005XX N PINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1523,015,37,25,08B,1139435,1903131,2019,07/21/2019 04:11:41 PM,41.890300993,-87.763386087,"(41.890300993, -87.763386087)",4,22216,26,673,45,32,25,84
11757327,JC348097,07/14/2019 05:50:00 AM,0000X W TERMINAL ST,0460,BATTERY,SIMPLE,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,false,false,1653,016,41,76,08B,1101811,1934419,2019,07/21/2019 04:11:41 PM,41.976762981,-87.900983721,"(41.976762981, -87.900983721)",34,16197,75,668,29,38,12,22
11757068,JC348064,07/14/2019 05:47:00 AM,035XX W 61ST PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0823,008,23,66,14,1153726,1863607,2019,07/21/2019 04:11:41 PM,41.781569719,-87.711952476,"(41.781569719, -87.711952476)",44,21867,64,344,6,58,13,276
11757250,JC348099,07/14/2019 05:45:00 AM,033XX W CARROLL AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,OTHER,false,false,1123,011,28,27,04B,1154031,1902203,2019,07/21/2019 04:11:41 PM,41.887475918,-87.709807121,"(41.887475918, -87.709807121)",11,21572,28,176,23,30,16,86
11757830,JC348065,07/14/2019 05:40:00 AM,0000X N DEARBORN ST,0460,BATTERY,SIMPLE,CTA STATION,false,false,0112,001,42,32,08B,1175937,1900516,2019,07/21/2019 04:11:41 PM,41.882381731,-87.629412971,"(41.882381731, -87.629412971)",22,14310,38,92,36,41,22,93
11757077,JC348066,07/14/2019 05:40:00 AM,001XX N WESTERN AVE,0860,THEFT,RETAIL THEFT,GAS STATION,false,false,1222,012,27,28,06,1160390,1900759,2019,07/21/2019 04:11:41 PM,41.883384287,-87.68649487,"(41.883384287, -87.68649487)",48,21184,29,37,46,28,15,77
11757109,JC348074,07/14/2019 05:35:00 AM,043XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0813,008,23,65,08B,1148599,1862475,2019,07/21/2019 04:11:41 PM,41.778563459,-87.730778598,"(41.778563459, -87.730778598)",23,21867,63,292,6,58,13,271
11757131,JC348075,07/14/2019 05:30:00 AM,096XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0511,005,9,49,14,1179620,1841073,2019,07/21/2019 04:11:41 PM,41.719181165,-87.617706372,"(41.719181165, -87.617706372)",31,21861,45,567,43,19,10,250
11757083,JC348067,07/14/2019 05:30:00 AM,016XX W OGDEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1224,012,28,28,08B,1165339,1899400,2019,07/21/2019 04:11:41 PM,41.879551283,-87.668360502,"(41.879551283, -87.668360502)",48,21184,29,90,23,28,15,92
11757212,JC348069,07/14/2019 05:30:00 AM,006XX N ST LOUIS AVE,0460,BATTERY,SIMPLE,STREET,false,false,1121,011,27,23,08B,1152935,1904020,2019,07/21/2019 04:11:41 PM,41.892483732,-87.713783811,"(41.892483732, -87.713783811)",41,21572,24,584,46,30,16,65
11757206,JC348106,07/14/2019 05:30:00 AM,041XX W WASHINGTON BLVD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1115,011,28,26,05,1148813,1900172,2019,07/21/2019 04:11:41 PM,41.882005075,-87.729021872,"(41.882005075, -87.729021872)",11,21572,27,659,23,30,16,83
11757110,JC348077,07/14/2019 05:20:00 AM,025XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,false,false,0133,001,4,33,08A,1177647,1887564,2019,07/21/2019 04:11:41 PM,41.846801978,-87.623527134,"(41.846801978, -87.623527134)",48,21194,34,193,9,40,22,163
11757211,JC348063,07/14/2019 05:00:00 AM,061XX S VERNON AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,0313,003,20,42,08B,1180304,1864441,2019,07/21/2019 04:11:41 PM,41.783289931,-87.614486024,"(41.783289931, -87.614486024)",53,22260,9,331,4,60,18,275
11757550,JC348667,07/14/2019 05:00:00 AM,079XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0621,006,17,44,14,1175003,1852462,2019,07/21/2019 04:11:41 PM,41.750538141,-87.634278086,"(41.750538141, -87.634278086)",17,21554,40,1,31,59,20,228
11758095,JC349029,07/14/2019 05:00:00 AM,063XX S RACINE AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRACKS - RIGHT OF WAY,false,false,0724,007,16,67,14,1169407,1862778,2019,07/21/2019 04:11:41 PM,41.778969503,-87.654486077,"(41.778969503, -87.654486077)",19,22257,66,21,2,11,17,203
11757049,JC348043,07/14/2019 05:00:00 AM,062XX S CHAMPLAIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0313,003,20,42,14,1181638,1863877,2019,07/21/2019 04:11:41 PM,41.781711555,-87.609612588,"(41.781711555, -87.609612588)",53,22260,9,471,4,60,18,275
11757084,JC348049,07/14/2019 05:00:00 AM,012XX N LARRABEE ST,0610,BURGLARY,FORCIBLE ENTRY,DEPARTMENT STORE,false,false,1822,018,27,8,05,1172111,1908362,2019,07/21/2019 04:11:41 PM,41.903996883,-87.643230238,"(41.903996883, -87.643230238)",41,14926,37,108,46,54,14,199
11757102,JC348071,07/14/2019 04:55:00 AM,012XX E 53RD ST,0610,BURGLARY,FORCIBLE ENTRY,TAVERN/LIQUOR STORE,false,false,0234,002,4,41,05,1185262,1870376,2019,07/21/2019 04:11:41 PM,41.79946087,-87.596121972,"(41.79946087, -87.596121972)",1,21192,8,499,33,10,24,122
11757856,JC348054,07/14/2019 04:53:00 AM,085XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,0614,006,21,71,06,1167159,1848153,2019,07/21/2019 04:11:41 PM,41.738884922,-87.663145149,"(41.738884922, -87.663145149)",6,21554,70,532,13,59,20,237
11757030,JC348042,07/14/2019 04:52:00 AM,068XX S HERMITAGE AVE,0460,BATTERY,SIMPLE,STREET,false,false,0725,007,17,67,08B,1165861,1859293,2019,07/21/2019 04:11:41 PM,41.769482288,-87.667584945,"(41.769482288, -87.667584945)",17,22257,65,283,31,23,17,204
11757062,JC348045,07/14/2019 04:50:00 AM,083XX S HOLLAND RD,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,false,false,0622,006,21,44,03,1175640,1849717,2019,07/21/2019 04:11:41 PM,41.742991296,-87.632025815,"(41.742991296, -87.632025815)",18,21554,40,1,13,59,20,236
11757056,JC348046,07/14/2019 04:46:00 AM,014XX S KEELER AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,STREET,false,false,1011,010,24,29,15,1148619,1892743,2019,07/21/2019 04:11:41 PM,41.861622774,-87.72992601,"(41.861622774, -87.72992601)",36,21569,30,761,14,57,21,155
11757082,JC348050,07/14/2019 04:45:00 AM,092XX S DOBSON AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,false,true,0413,004,8,47,04B,1184828,1844026,2019,07/21/2019 04:11:41 PM,41.727164159,-87.598538995,"(41.727164159, -87.598538995)",9,21546,43,472,35,61,19,246
11757080,JC348040,07/14/2019 04:40:00 AM,051XX S WENTWORTH AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,PARKING LOT/GARAGE(NON.RESID.),false,false,0225,002,3,37,26,1175826,1871120,2019,07/21/2019 04:11:41 PM,41.80171934,-87.630703621,"(41.80171934, -87.630703621)",12,14924,3,224,9,37,24,111
11757275,JC348151,07/14/2019 04:30:00 AM,003XX W GOETHE ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1821,018,27,8,06,1173854,1908994,2019,07/21/2019 04:11:41 PM,41.905692467,-87.636808972,"(41.905692467, -87.636808972)",51,14926,37,290,46,54,14,198
11759216,JC348059,07/14/2019 04:30:00 AM,012XX W CARMEN AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,false,false,2033,020,47,3,04A,,,2019,07/21/2019 04:11:41 PM,,,,,,,,,,,
11757808,JC348881,07/14/2019 04:30:00 AM,095XX S WENTWORTH AVE,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,SIDEWALK,false,false,0511,005,21,49,04B,1176625,1841786,2019,07/21/2019 04:11:41 PM,41.721205526,-87.628654671,"(41.721205526, -87.628654671)",18,21861,45,568,13,19,10,250
11757041,JC348029,07/14/2019 04:29:00 AM,016XX N LECLAIRE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,true,2533,025,37,25,04A,1142297,1910608,2019,07/21/2019 04:11:41 PM,41.910766094,-87.752689498,"(41.910766094, -87.752689498)",4,22615,26,523,45,2,6,195
11757009,JC348026,07/14/2019 04:25:00 AM,078XX S HALSTED ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,GOVERNMENT BUILDING/PROPERTY,true,false,0621,006,17,71,26,1172325,1852947,2019,07/21/2019 04:11:41 PM,41.751928332,-87.644077264,"(41.751928332, -87.644077264)",17,21554,70,487,31,59,20,229
24648,JC347994,07/14/2019 04:11:00 AM,015XX S DRAKE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1021,010,24,29,01A,1152953,1892307,2019,07/21/2019 04:11:41 PM,41.860341651,-87.714028096,"(41.860341651, -87.714028096)",36,21569,30,772,14,57,21,153
11757042,JC348033,07/14/2019 04:10:00 AM,051XX S WENTWORTH AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,0225,002,3,37,26,1175826,1871120,2019,07/21/2019 04:11:41 PM,41.80171934,-87.630703621,"(41.80171934, -87.630703621)",12,14924,3,224,9,37,24,111
11757085,JC348020,07/14/2019 04:05:00 AM,035XX N HALSTED ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,true,false,1925,019,46,6,04A,1170290,1923875,2019,07/21/2019 04:11:41 PM,41.94660531,-87.649464718,"(41.94660531, -87.649464718)",38,4449,57,211,25,22,5,28
11757129,JC348022,07/14/2019 04:02:00 AM,004XX S WESTERN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,CTA TRAIN,true,false,1135,011,28,28,17,1160478,1897788,2019,07/21/2019 04:11:41 PM,41.875229772,-87.686253982,"(41.875229772, -87.686253982)",48,21184,29,756,23,28,16,146
11757014,JC348011,07/14/2019 04:00:00 AM,039XX N CLARK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,1923,019,47,6,08B,1167043,1926257,2019,07/21/2019 04:11:41 PM,41.95321209,-87.661330989,"(41.95321209, -87.661330989)",13,21186,57,725,18,53,5,12
11757452,JC348426,07/14/2019 04:00:00 AM,045XX W THOMAS ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,1111,011,37,23,02,1146024,1906944,2019,07/21/2019 04:11:41 PM,41.90064164,-87.73909094,"(41.90064164, -87.73909094)",4,4299,24,99,45,5,16,68
11757076,JC348021,07/14/2019 03:59:00 AM,020XX W JACKSON BLVD,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,false,true,1225,012,27,28,04B,1162969,1898628,2019,07/21/2019 04:11:41 PM,41.877482909,-87.677084446,"(41.877482909, -87.677084446)",48,21184,29,89,46,28,15,139
11757034,JC348007,07/14/2019 03:50:00 AM,075XX S EMERALD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0621,006,6,68,08B,1172608,1854839,2019,07/21/2019 04:11:41 PM,41.757113993,-87.642984565,"(41.757113993, -87.642984565)",17,21554,66,511,32,59,20,229
11757043,JC348028,07/14/2019 03:50:00 AM,015XX S DRAKE AVE,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,true,false,1021,010,24,29,24,1152956,1892225,2019,07/21/2019 04:11:41 PM,41.860116574,-87.714019255,"(41.860116574, -87.714019255)",36,21569,30,772,14,57,21,153
11757038,JC348032,07/14/2019 03:45:00 AM,027XX S HARDING AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,1031,010,22,30,03,1150486,1885490,2019,07/21/2019 04:11:41 PM,41.841683434,-87.723261682,"(41.841683434, -87.723261682)",14,21569,32,227,28,57,21,167
11757066,JC348014,07/14/2019 03:45:00 AM,007XX W BELMONT AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1934,019,44,6,03,1170825,1921474,2019,07/21/2019 04:11:41 PM,41.940005143,-87.64756884,"(41.940005143, -87.64756884)",38,4449,57,730,25,22,5,30
11756970,JC347997,07/14/2019 03:39:00 AM,0000X E OHIO ST,0820,THEFT,$500 AND UNDER,TAXICAB,false,false,1834,018,42,8,06,1176541,1904203,2019,07/21/2019 04:11:41 PM,41.89248544,-87.627083674,"(41.89248544, -87.627083674)",22,21182,37,626,36,6,14,74
11757047,JC348002,07/14/2019 03:35:00 AM,081XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,0614,006,17,71,08B,1165766,1850651,2019,07/21/2019 04:11:41 PM,41.745769455,-87.668178099,"(41.745769455, -87.668178099)",6,21554,70,574,13,59,20,237
11757039,JC348009,07/14/2019 03:33:00 AM,031XX S PRINCETON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,0915,009,11,34,14,1174797,1884192,2019,07/21/2019 04:11:41 PM,41.837613106,-87.634087206,"(41.837613106, -87.634087206)",26,21194,35,376,48,40,23,170
11757086,JC348017,07/14/2019 03:31:00 AM,009XX N CENTRAL AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,1524,015,37,25,04A,1138850,1905614,2019,07/21/2019 04:11:41 PM,41.897125297,-87.765474161,"(41.897125297, -87.765474161)",4,4299,26,562,45,5,25,67
11757166,JC348170,07/14/2019 03:30:00 AM,011XX S SACRAMENTO BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1134,011,28,29,14,1156533,1894924,2019,07/21/2019 04:11:41 PM,41.867451362,-87.700815978,"(41.867451362, -87.700815978)",11,21184,30,35,23,28,16,140
11757072,JC348023,07/14/2019 03:30:00 AM,002XX S STATE ST,0560,ASSAULT,SIMPLE,CTA PLATFORM,false,false,0113,001,42,32,08A,1176417,1899156,2019,07/21/2019 04:11:41 PM,41.878638996,-87.627691486,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
11759902,JC350030,07/14/2019 03:30:00 AM,022XX N LINCOLN AVE,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,false,false,1812,018,43,7,06,1171562,1915205,2019,07/21/2019 04:11:41 PM,41.922786529,-87.645045119,"(41.922786529, -87.645045119)",51,21190,68,798,34,16,14,149
11757414,JC348412,07/14/2019 03:30:00 AM,0000X W GRAND AVE,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1831,018,42,8,06,1176167,1903900,2019,07/21/2019 04:11:41 PM,41.891662431,-87.628466349,"(41.891662431, -87.628466349)",22,4446,37,669,36,55,14,73
11757655,JC348661,07/14/2019 03:30:00 AM,014XX W HOLLYWOOD AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2013,020,48,77,05,1165603,1938005,2019,07/21/2019 04:11:41 PM,41.985479896,-87.666288275,"(41.985479896, -87.666288275)",40,4451,76,539,16,14,2,54
11758001,JC347990,07/14/2019 03:26:00 AM,032XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1633,016,30,15,14,1138457,1921147,2019,07/21/2019 04:11:41 PM,41.939756732,-87.76654056,"(41.939756732, -87.76654056)",25,22618,15,361,21,21,12,27
11763119,JC355216,07/14/2019 03:25:00 AM,030XX N CLARK ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,false,false,1934,019,44,6,11,1170636,1920381,2019,07/21/2019 04:11:41 PM,41.937010053,-87.648295571,"(41.937010053, -87.648295571)",38,4449,57,682,25,22,5,30
11757061,JC348024,07/14/2019 03:25:00 AM,015XX N MILWAUKEE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,1424,014,1,24,04B,1163202,1910253,2019,07/21/2019 04:11:41 PM,41.909377929,-87.675901877,"(41.909377929, -87.675901877)",24,21560,25,481,41,4,7,200
11757035,JC348027,07/14/2019 03:22:00 AM,003XX S FEDERAL ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,0113,001,4,32,11,1175867,1898861,2019,07/21/2019 04:11:41 PM,41.877841889,-87.629719832,"(41.877841889, -87.629719832)",48,14912,38,92,10,29,22,126
11757277,JC348013,07/14/2019 03:20:00 AM,022XX N LINCOLN AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1812,018,43,7,08B,1171576,1915192,2019,07/21/2019 04:11:41 PM,41.922750548,-87.644994062,"(41.922750548, -87.644994062)",51,21190,68,798,34,16,14,149
11757098,JC348001,07/14/2019 03:20:00 AM,0000X E 69TH ST,0460,BATTERY,SIMPLE,CTA BUS,false,false,0322,003,6,69,08B,1177600,1859277,2019,07/21/2019 04:11:41 PM,41.769180977,-87.624555758,"(41.769180977, -87.624555758)",53,22260,67,514,32,60,18,211
11757037,JC348015,07/14/2019 03:17:00 AM,010XX W NORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,1811,018,2,7,05,1169336,1910832,2019,07/21/2019 04:11:41 PM,41.910835515,-87.653351515,"(41.910835515, -87.653351515)",16,22620,37,168,46,49,14,199
11762608,JC354686,07/14/2019 03:14:00 AM,002XX E ILLINOIS ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1834,018,42,8,06,1178196,1903671,2019,07/21/2019 04:11:41 PM,41.890988065,-87.621021833,"(41.890988065, -87.621021833)",22,21182,37,159,36,6,14,74
11758807,JC347985,07/14/2019 03:10:00 AM,084XX S KERFOOT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,0622,006,21,71,08B,,,2019,07/21/2019 04:11:41 PM,,,,,,,,,,,
11756972,JC347984,07/14/2019 03:09:00 AM,011XX S RICHMOND ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,1135,011,28,29,04B,1156865,1894938,2019,07/21/2019 04:11:41 PM,41.867483061,-87.69959677,"(41.867483061, -87.69959677)",11,21184,30,35,23,28,16,146
11761172,JC352521,07/14/2019 03:00:00 AM,116XX S ADA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0524,005,34,53,14,1169421,1827596,2019,07/21/2019 04:11:41 PM,41.682424701,-87.655450553,"(41.682424701, -87.655450553)",45,22212,50,642,22,13,10,220
11757000,JC347973,07/14/2019 03:00:00 AM,0000X S MICHIGAN AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,0112,001,42,32,04A,1177316,1900312,2019,07/21/2019 04:11:41 PM,41.881790794,-87.624355516,"(41.881790794, -87.624355516)",22,14311,38,367,36,34,22,87
11757059,JC348031,07/14/2019 03:00:00 AM,014XX N MAPLEWOOD AVE,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,1423,014,1,24,08A,1159143,1909509,2019,07/21/2019 04:11:41 PM,41.907420737,-87.690833334,"(41.907420737, -87.690833334)",10,21560,25,302,41,4,7,62
11757812,JC348876,07/14/2019 03:00:00 AM,0000X W CHESTNUT ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1832,018,2,8,11,1175984,1906208,2019,07/21/2019 04:11:41 PM,41.897999824,-87.629068841,"(41.897999824, -87.629068841)",22,14926,37,230,11,54,14,72
11757824,JC349026,07/14/2019 03:00:00 AM,0000X W CHESTNUT ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1832,018,2,8,06,1175984,1906208,2019,07/21/2019 04:11:41 PM,41.897999824,-87.629068841,"(41.897999824, -87.629068841)",22,14926,37,230,11,54,14,72
11758016,JC348018,07/14/2019 03:00:00 AM,024XX W 55TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0824,008,15,63,07,1161104,1868138,2019,07/21/2019 04:11:41 PM,41.793853899,-87.684777493,"(41.793853899, -87.684777493)",19,14924,61,112,3,58,13,269
11757064,JC348025,07/14/2019 03:00:00 AM,122XX S LOOMIS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0524,005,34,53,08B,1169217,1823566,2019,07/21/2019 04:11:41 PM,41.671370093,-87.656313228,"(41.671370093, -87.656313228)",45,22212,50,662,22,13,10,220
11757442,JC348513,07/14/2019 03:00:00 AM,022XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1812,018,43,7,06,1171576,1915192,2019,07/21/2019 04:11:41 PM,41.922750548,-87.644994062,"(41.922750548, -87.644994062)",51,21190,68,798,34,16,14,149
11757036,JC348019,07/14/2019 02:57:00 AM,076XX S SOUTH CHICAGO AVE,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,0411,004,5,45,18,1186357,1854748,2019,07/21/2019 04:11:41 PM,41.756550472,-87.592600053,"(41.756550472, -87.592600053)",32,21546,39,133,33,61,19,224
11757051,JC347977,07/14/2019 02:55:00 AM,048XX N MARINE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,HOSPITAL BUILDING/GROUNDS,false,false,2024,020,46,3,14,1170072,1932559,2019,07/21/2019 04:11:41 PM,41.97043926,-87.650011483,"(41.97043926, -87.650011483)",40,22616,31,635,16,15,2,14
11757154,JC348203,07/14/2019 02:55:00 AM,034XX W 116TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,2211,022,19,74,14,1155612,1827465,2019,07/21/2019 04:11:41 PM,41.682352255,-87.706003652,"(41.682352255, -87.706003652)",33,4447,73,264,42,33,9,254
11756994,JC347987,07/14/2019 02:55:00 AM,061XX N SEELEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2413,024,40,2,08B,1161556,1940468,2019,07/21/2019 04:11:41 PM,41.99232398,-87.68110385,"(41.99232398, -87.68110385)",46,4450,20,43,24,50,11,52
11757008,JC347978,07/14/2019 02:54:00 AM,025XX N HALSTED ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,false,false,1935,019,43,7,10,1170504,1917304,2019,07/21/2019 04:11:41 PM,41.928569522,-87.648870966,"(41.928569522, -87.648870966)",51,21190,68,769,34,16,5,178
11757026,JC347965,07/14/2019 02:50:00 AM,126XX S YALE AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,false,true,0523,005,9,53,04B,1176913,1821128,2019,07/21/2019 04:11:41 PM,41.66451046,-87.628219188,"(41.66451046, -87.628219188)",30,21861,50,206,43,19,10,218
11756971,JC347968,07/14/2019 02:46:00 AM,031XX N OKETO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2511,025,29,17,08B,1126204,1920076,2019,07/21/2019 04:11:41 PM,41.937031256,-87.81159893,"(41.937031256, -87.81159893)",39,4454,17,424,7,51,6,179
11757021,JC347967,07/14/2019 02:45:00 AM,082XX S CORNELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0414,004,8,45,14,1188700,1850584,2019,07/21/2019 04:11:41 PM,41.745068391,-87.584146411,"(41.745068391, -87.584146411)",9,21202,41,431,35,25,19,224
11757577,JC347971,07/14/2019 02:45:00 AM,030XX N AUSTIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2514,025,30,19,08B,1135857,1919747,2019,07/21/2019 04:11:41 PM,41.935961756,-87.776129947,"(41.935961756, -87.776129947)",27,22254,19,81,21,52,6,177
11757015,JC347959,07/14/2019 02:44:00 AM,105XX S AVENUE M,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,false,true,0432,004,10,52,04B,1201513,1835666,2019,07/21/2019 04:11:41 PM,41.703816562,-87.537703874,"(41.703816562, -87.537703874)",47,21202,49,602,47,25,19,247
11756999,JC347963,07/14/2019 02:42:00 AM,011XX N LOREL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,false,false,1524,015,37,25,14,1140467,1907066,2019,07/21/2019 04:11:41 PM,41.901080234,-87.759499395,"(41.901080234, -87.759499395)",4,4299,26,562,45,5,25,67
11756984,JC347999,07/14/2019 02:40:00 AM,095XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0511,005,9,49,07,1179262,1841815,2019,07/21/2019 04:11:41 PM,41.721225467,-87.618995053,"(41.721225467, -87.618995053)",31,21861,45,567,43,19,10,250
11757001,JC347986,07/14/2019 02:40:00 AM,013XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,RESTAURANT,false,false,1433,014,1,24,08B,1164328,1909304,2019,07/21/2019 04:11:41 PM,41.906750051,-87.671792346,"(41.906750051, -87.671792346)",24,21560,25,481,41,4,7,200
11757003,JC347969,07/14/2019 02:40:00 AM,014XX N FAIRFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,1423,014,1,24,08B,1157819,1909504,2019,07/21/2019 04:11:41 PM,41.907434127,-87.695697124,"(41.907434127, -87.695697124)",10,21560,25,288,41,4,7,62
